fund,category,proposal,yes,no,votes_cast,requested amount,status,overall_score
Fund9,"Dapps, Products & Integrations",Multisig wallet with fiat on-ramp,49296380,98696770,293,365000,NOT FUNDED,4.33
Fund9,"Dapps, Products & Integrations",Token Gating on Cardano with CNFTs,45649599,95107284,351,50150,NOT FUNDED,4.83
Fund9,"Dapps, Products & Integrations",CH2O Africa - ADA NFT Charity ,15184963,65079814,224,509395,NOT FUNDED,4.08
Fund9,"Dapps, Products & Integrations",There's no We without Me,69987205,120123721,384,223749,NOT FUNDED,4.8
Fund9,"Dapps, Products & Integrations",CARDANO TV (24hs Live) Corporate TV,59728697,110922298,410,49600,NOT FUNDED,4.8
Fund9,"Dapps, Products & Integrations",AdaQuest DCrawler Vertical Slice,60679579,112319432,390,164000,NOT FUNDED,4.8
Fund9,"Dapps, Products & Integrations",Tokenizing Income Share - PoC,63530854,115382810,287,268814,NOT FUNDED,4.61
Fund9,"Dapps, Products & Integrations",TosiDrop dApp and Audit,57334720,109273021,589,100000,NOT FUNDED,4.61
Fund9,"Dapps, Products & Integrations",SaaS3:Permissionless Oracle Network,45493237,97545362,261,220000,NOT FUNDED,4.43
Fund9,"Dapps, Products & Integrations",Cannabis & Hemp Grading App,50284866,102816565,509,110000,NOT FUNDED,4.86
Fund9,"Dapps, Products & Integrations",V2target-Dual target for ADA holder,73836041,126825078,557,67375,NOT FUNDED,4.96
Fund9,"Dapps, Products & Integrations",Trybbles NFT AR Pets Development,70102059,123846637,528,86860,NOT FUNDED,5
Fund9,"Dapps, Products & Integrations",Urban Farmer dApp Phase II,55221239,109104246,348,175000,NOT FUNDED,4.73
Fund9,"Dapps, Products & Integrations",Open Source NFT Analytics Platform,48779241,103835970,265,36800,NOT FUNDED,4.73
Fund9,"Dapps, Products & Integrations",Aedou - the Language Learning Game,49038383,104216044,432,104000,NOT FUNDED,4.87
Fund9,"Dapps, Products & Integrations",NFT Swap Infrastructure Templates 2,42742673,98643751,366,49098,NOT FUNDED,4.86
Fund9,"Dapps, Products & Integrations",Build a Court System Oracle,50914970,107211161,295,198200,NOT FUNDED,4.62
Fund9,"Dapps, Products & Integrations",APIs for Private Applications,28435505,85342483,186,54000,NOT FUNDED,4.33
Fund9,"Dapps, Products & Integrations",Cardano Rent DApp,52774875,109722614,422,66570,NOT FUNDED,4.79
Fund9,"Dapps, Products & Integrations",Cardano Nodes as a Service,33595290,91347574,225,59989,NOT FUNDED,4.33
Fund9,"Dapps, Products & Integrations",P2P Marketmaker Money Transfer,31689827,90127344,223,65000,NOT FUNDED,4.44
Fund9,"Dapps, Products & Integrations",Community Endorsement formalized,39834651,98303393,205,251200,NOT FUNDED,4.38
Fund9,"Dapps, Products & Integrations",Ledger Developer Onboarding Course,30589703,89164851,287,43000,NOT FUNDED,4.33
Fund9,"Dapps, Products & Integrations",NFT Farming on Cardano with Tangent,31247009,90063001,214,74000,NOT FUNDED,4.38
Fund9,"Dapps, Products & Integrations",Sequestering farming CO2 dApp,43950442,104190635,302,33400,NOT FUNDED,4.74
Fund9,"Dapps, Products & Integrations",Decentralizing Telco for Cardano,45151892,105590464,383,35500,NOT FUNDED,4.83
Fund9,"Dapps, Products & Integrations",CIP - Education Financing,35406418,96089199,209,154400,NOT FUNDED,4.33
Fund9,"Dapps, Products & Integrations",Building Profitable Cardano Hubs,40201658,100948326,273,45299,NOT FUNDED,4.62
Fund9,"Dapps, Products & Integrations",Tangent - Redeemable NFTs Launchpad,31009181,92328853,204,69500,NOT FUNDED,4.47
Fund9,"Dapps, Products & Integrations",Launch Social Design Academy [SDA],36595326,97924570,318,48400,NOT FUNDED,4.83
Fund9,"Dapps, Products & Integrations",Cardano loyalty systems for Dapps,50218289,111762602,330,63000,NOT FUNDED,4.8
Fund9,"Dapps, Products & Integrations",W3:RIDE : The future of cycling,31573390,93215765,215,84000,NOT FUNDED,4.38
Fund9,"Dapps, Products & Integrations",Trust-less non-custodial L2 NFT DEX,55568170,118331808,279,264600,NOT FUNDED,4.67
Fund9,"Dapps, Products & Integrations",Dandelion: Decentralized Web3 APIs,41666622,105084630,322,90000,NOT FUNDED,4.61
Fund9,"Dapps, Products & Integrations",IoT/M2M Oracle Platform Development,12972360,76474456,178,70000,NOT FUNDED,2.67
Fund9,"Dapps, Products & Integrations",Wada Product Integrations,43555565,107538355,243,128000,NOT FUNDED,4.55
Fund9,"Dapps, Products & Integrations",Anonymity & data control w ZEKE (3),42463266,106821032,282,110000,NOT FUNDED,4.71
Fund9,"Dapps, Products & Integrations",Scaling ArtSuite NFT4Good Platform,41783619,107743445,250,258900,NOT FUNDED,4.38
Fund9,"Dapps, Products & Integrations",Rythmeet:P2P music network platform,43587978,109572828,331,73000,NOT FUNDED,4.78
Fund9,"Dapps, Products & Integrations",Private NFT Gates - Revelar,26773740,92862558,196,105250,NOT FUNDED,4.44
Fund9,"Dapps, Products & Integrations",SPOs Impact Dashboard,20885396,87068862,211,12975,NOT FUNDED,4.38
Fund9,"Dapps, Products & Integrations",Perma-music rmNFT Marketplace,23236433,90130495,202,73000,NOT FUNDED,4.45
Fund9,"Dapps, Products & Integrations",PeakChain Cardano Car Wallet Device,46243562,113198938,222,358300,NOT FUNDED,4.26
Fund9,"Dapps, Products & Integrations",Metaverse Jobs & Gigs,29836299,97294234,224,100000,NOT FUNDED,4.33
Fund9,"Dapps, Products & Integrations",Ecosystem of Hotels on Cardano,33823986,102043375,251,28750,NOT FUNDED,4.59
Fund9,"Dapps, Products & Integrations",Decentralized Health Info Exchange,17199901,86378858,177,27000,NOT FUNDED,4.37
Fund9,"Dapps, Products & Integrations",C64 Wallet - Extension Tool,44072264,113318524,299,86000,NOT FUNDED,4.78
Fund9,"Dapps, Products & Integrations",Transactions for Bank credits score,20894179,90760094,192,50000,NOT FUNDED,4.53
Fund9,"Dapps, Products & Integrations",Global Collaboration Platform,19056597,88951578,185,57000,NOT FUNDED,4.4
Fund9,"Dapps, Products & Integrations",Custom AI tools & growth paths,43431148,113854685,274,234000,NOT FUNDED,4.67
Fund9,"Dapps, Products & Integrations",Trybbles NFT AR Pets Art & Assets,44163151,114856194,310,98860,NOT FUNDED,4.75
Fund9,"Dapps, Products & Integrations",Fiat Payments for NFTs - Revelar,45358465,116822645,394,162400,NOT FUNDED,4.78
Fund9,"Dapps, Products & Integrations",Adaglass Platform: Deep Dives,17187474,89186075,168,62475,NOT FUNDED,4.33
Fund9,"Dapps, Products & Integrations",Synthetic Asset Marketplace,36926560,109182297,288,179000,NOT FUNDED,4.53
Fund9,"Dapps, Products & Integrations",NFT Film Distribution Dapp&Showcase,42325728,114744704,311,149820,NOT FUNDED,4.73
Fund9,"Dapps, Products & Integrations",Digital Assisted Midwifery,33746877,106280372,225,71070,NOT FUNDED,4.61
Fund9,"Dapps, Products & Integrations",Citizen Assemblies for Democracy,30513412,103630501,287,50000,NOT FUNDED,4.67
Fund9,"Dapps, Products & Integrations",Projects Analytics Supertool,32539983,105844814,180,55000,NOT FUNDED,4.5
Fund9,"Dapps, Products & Integrations",Web3 Marketing Campaigns Platform,33659377,107021787,230,49800,NOT FUNDED,4.67
Fund9,"Dapps, Products & Integrations",EZ-Mint Open Source NFT minting API,17762323,91417223,175,68900,NOT FUNDED,4.33
Fund9,"Dapps, Products & Integrations",A better data source owned by you,30578463,104266140,202,68000,NOT FUNDED,4.57
Fund9,"Dapps, Products & Integrations",PlayerMint: Web 3.0 Arcade,33700354,107522527,289,85000,NOT FUNDED,4.67
Fund9,"Dapps, Products & Integrations",NFTs + smart legal contracts,17664183,91844116,163,50000,NOT FUNDED,4.24
Fund9,"Dapps, Products & Integrations",Smart Card Hardware Wallet,19855477,94242272,187,80000,NOT FUNDED,2.83
Fund9,"Dapps, Products & Integrations",DeFi Access from Mobile Devices,30874547,105891299,229,118200,NOT FUNDED,4.55
Fund9,"Dapps, Products & Integrations",Cardano Social Hub,13711183,88983390,207,60000,NOT FUNDED,4.42
Fund9,"Dapps, Products & Integrations",Indico: Knowledge Brokering,29126547,104543539,228,94000,NOT FUNDED,4.59
Fund9,"Dapps, Products & Integrations",Minimizing Risk in the NFT Market!,15702225,91162766,178,49500,NOT FUNDED,4.44
Fund9,"Dapps, Products & Integrations",Increase Cardano peer-review papers,29585220,105265582,234,110000,NOT FUNDED,4.51
Fund9,"Dapps, Products & Integrations",Homeless Hub Hackathon,39708338,115425722,357,67170,NOT FUNDED,4.83
Fund9,"Dapps, Products & Integrations",Zero Knowledge Ads by Profila (1/4),28537735,104387765,194,174000,NOT FUNDED,4.24
Fund9,"Dapps, Products & Integrations",Bashoswap - non-batching AMM DEX,16409828,92540354,181,76000,NOT FUNDED,4.33
Fund9,"Dapps, Products & Integrations",Global Levelling Up of Education CP,39593919,116147629,199,240000,NOT FUNDED,4.28
Fund9,"Dapps, Products & Integrations",Governance Services Guild,25128291,101747827,220,51600,NOT FUNDED,4.61
Fund9,"Dapps, Products & Integrations",FML : P2P sync licensing protocol,33613026,110322015,258,128700,NOT FUNDED,4.72
Fund9,"Dapps, Products & Integrations",Bring NFT To Life,39355228,116071559,388,38600,NOT FUNDED,4.88
Fund9,"Dapps, Products & Integrations",Cardahub-One Stop Shop for CNFT,16281065,93508461,180,33600,NOT FUNDED,4.38
Fund9,"Dapps, Products & Integrations",DAO-NET: Voting Wallet Integration,24997018,102391190,238,30000,NOT FUNDED,4.67
Fund9,"Dapps, Products & Integrations",Add ADA to 1st NFT Marketplace-MENA,33106260,110678227,238,111300,NOT FUNDED,4.57
Fund9,"Dapps, Products & Integrations",LitterWeek Competition for schools,14224641,92221139,178,160000,NOT FUNDED,3.96
Fund9,"Dapps, Products & Integrations",TADAStake - A Distribution Platform,39573109,117991399,358,168000,NOT FUNDED,4.8
Fund9,"Dapps, Products & Integrations",PeakChain Car-Sharing Platform,26261140,104826946,215,85500,NOT FUNDED,4.49
Fund9,"Dapps, Products & Integrations",Startverse: Marketplace Portal,27582481,106276146,196,50000,NOT FUNDED,4.58
Fund9,"Dapps, Products & Integrations",ALGAE RHYTHM to save the biospheres,30761715,109497377,198,212000,NOT FUNDED,4.13
Fund9,"Dapps, Products & Integrations",Cardano NO MORE Plastic Straws |C4O,42295927,122063744,395,86708,NOT FUNDED,4.79
Fund9,"Dapps, Products & Integrations",Like Kahoot - Quiz and bet with ADA,9298972,89328934,172,39500,NOT FUNDED,4.3
Fund9,"Dapps, Products & Integrations",Agricultural sustainability index,25977213,106076088,267,91200,NOT FUNDED,4.67
Fund9,"Dapps, Products & Integrations",Global Cannabis Listing Platform,30672589,110801089,281,105000,NOT FUNDED,4.67
Fund9,"Dapps, Products & Integrations",On-Chain Tilemaps for Game Worlds,5144194,85445576,145,10500,NOT FUNDED,4.05
Fund9,"Dapps, Products & Integrations",Cardano Virtual Experiences Toolbox,33665386,113990380,246,149700,NOT FUNDED,4.67
Fund9,"Dapps, Products & Integrations",Advanced Cardano NFT Search Engine,24870844,105440005,218,56550,NOT FUNDED,4.53
Fund9,"Dapps, Products & Integrations",Profila privacy ledger - 3dP access,28945132,109532540,283,97000,NOT FUNDED,4.67
Fund9,"Dapps, Products & Integrations",Onboard Freelancers to any projects,15574322,96810508,233,48900,NOT FUNDED,4.42
Fund9,"Dapps, Products & Integrations",Supply Chain 4 Legal Cannabis/Hemp,26103660,107500029,266,115000,NOT FUNDED,4.67
Fund9,"Dapps, Products & Integrations",Rarety.io : No-Code NFT Launchpad,8354409,90235119,150,25000,NOT FUNDED,4.13
Fund9,"Dapps, Products & Integrations",Impact Staking: STaaS for Good,4475498,86479157,152,39250,NOT FUNDED,4
Fund9,"Dapps, Products & Integrations",Decentralized Next-Gen Edge AI,20857755,102893582,200,50000,NOT FUNDED,4.58
Fund9,"Dapps, Products & Integrations",Professional Cardano NFT Content,6609022,88687835,149,35000,NOT FUNDED,4.03
Fund9,"Dapps, Products & Integrations",NFT Store Builder,8447973,90598052,157,50000,NOT FUNDED,4.09
Fund9,"Dapps, Products & Integrations",Inukshuk Clinical Smart Contracts,5798208,88119794,148,74000,NOT FUNDED,3.83
Fund9,"Dapps, Products & Integrations",Investor Network Community Platform,4747811,87298422,136,36300,NOT FUNDED,3.86
Fund9,"Dapps, Products & Integrations",Web3 NFT Tokengated for eCommerces,8282579,91297684,172,48600,NOT FUNDED,4.42
Fund9,"Dapps, Products & Integrations",5-6 lang Short Explainer Animations,3523103,86730868,136,19000,NOT FUNDED,4.05
Fund9,"Dapps, Products & Integrations",Startup Launchpad & Crowdfunding,5736293,88999299,144,55000,NOT FUNDED,4.01
Fund9,"Dapps, Products & Integrations",Social network for deep connections,5537079,88820251,166,36500,NOT FUNDED,4.05
Fund9,"Dapps, Products & Integrations",P2P NFT Trading and Offers Market,4626783,87910932,145,25000,NOT FUNDED,4.12
Fund9,"Dapps, Products & Integrations","AdaStamp: signing, workflows",54227709,137817027,331,660000,NOT FUNDED,4.54
Fund9,"Dapps, Products & Integrations",Social Images: Stock Photos as CNFT,5343762,89070144,139,36000,NOT FUNDED,4.11
Fund9,"Dapps, Products & Integrations",Decentralized Newsletter Service,9127240,93294354,173,85000,NOT FUNDED,4.11
Fund9,"Dapps, Products & Integrations",Keyword Coin Price Widget for Sites,3929980,88125489,138,47800,NOT FUNDED,3.97
Fund9,"Dapps, Products & Integrations",Startverse-Metaverse for Startups,31921274,116337297,259,100000,NOT FUNDED,4.67
Fund9,"Dapps, Products & Integrations",Online tools for generative artists,5392156,89820268,157,96050,NOT FUNDED,3.93
Fund9,"Dapps, Products & Integrations",Create Value For Screenplay Writers,4116922,88577766,140,60000,NOT FUNDED,4.09
Fund9,"Dapps, Products & Integrations",C4S - Cardano for Seniors Hub,20386123,104984961,196,50000,NOT FUNDED,4.25
Fund9,"Dapps, Products & Integrations",Datapods - Reclaim Your Data.,5615189,90448420,145,98200,NOT FUNDED,4.08
Fund9,"Dapps, Products & Integrations",Ecosystem Map-Community Wayfinding,9127132,94247266,203,91780,NOT FUNDED,4.38
Fund9,"Dapps, Products & Integrations",Open Source Citizen Science Apps,10568723,95697813,148,125000,NOT FUNDED,3.15
Fund9,"Dapps, Products & Integrations",On Chain NFT Notifications,3384974,88545661,138,35000,NOT FUNDED,4.09
Fund9,"Dapps, Products & Integrations",Reduce NFT scam risks at Cardano,4625386,90119515,160,40300,NOT FUNDED,4.15
Fund9,"Dapps, Products & Integrations",LetsWork platform on Cardano,21378906,106877744,216,78300,NOT FUNDED,4.59
Fund9,"Dapps, Products & Integrations",Cardania educative board game,3450298,89032909,145,54220,NOT FUNDED,4.05
Fund9,"Dapps, Products & Integrations",Trybbles NFT AR Pets Prototyping,6866354,92618108,186,36000,NOT FUNDED,4.33
Fund9,"Dapps, Products & Integrations",PLUTUS.ART: NEW KIND OF MARKETPLACE,20703442,107023866,203,96000,NOT FUNDED,4.26
Fund9,"Dapps, Products & Integrations",Following & Social Discovery Tool,4373618,90714725,149,72000,NOT FUNDED,4.07
Fund9,"Dapps, Products & Integrations",Lokole and Cardano Integration,17131790,103499720,166,67200,NOT FUNDED,4.3
Fund9,"Dapps, Products & Integrations",Refer to earn system for SPOs,4732434,91199028,155,98000,NOT FUNDED,4.09
Fund9,"Dapps, Products & Integrations",BEST WAY TO ATTRACT REAL GAMERS,7969351,94914491,222,54810,NOT FUNDED,4.57
Fund9,"Dapps, Products & Integrations",Cardano Swapping Application,1610020,88711099,124,16400,NOT FUNDED,3.48
Fund9,"Dapps, Products & Integrations",CarPool Onboard & Learning Platform,18157181,105456083,196,75000,NOT FUNDED,4.59
Fund9,"Dapps, Products & Integrations",Social Mobile NFT Game - Alpha,4750442,92096106,172,75000,NOT FUNDED,4.33
Fund9,"Dapps, Products & Integrations",Tokenization: Creator Economy,4885548,92285340,154,124500,NOT FUNDED,4
Fund9,"Dapps, Products & Integrations",Digital ID for paperless youth,18022391,105619954,205,150000,NOT FUNDED,4.26
Fund9,"Dapps, Products & Integrations",NFT 4 customer feedback - creators,21826849,109502216,225,122500,NOT FUNDED,4.62
Fund9,"Dapps, Products & Integrations",JUS: Decentralized On-Ramp + Credit,17368824,105379651,158,250000,NOT FUNDED,3.54
Fund9,"Dapps, Products & Integrations",Unsung NFT Marketplace with DeFi,3564327,91809896,143,40000,NOT FUNDED,4.17
Fund9,"Dapps, Products & Integrations",Fluent: Bridging TradFi+DeFi,14722358,103214193,177,250000,NOT FUNDED,4.05
Fund9,"Dapps, Products & Integrations",Conkis ~ Multiplayer strategy game,3612893,92119558,142,84000,NOT FUNDED,4.09
Fund9,"Dapps, Products & Integrations",MyUnbox,4037371,92778386,144,108875,NOT FUNDED,4.11
Fund9,"Dapps, Products & Integrations",360 virtual classrooms for museums,1529968,90497926,133,35065,NOT FUNDED,3.18
Fund9,"Dapps, Products & Integrations",Tellus2  Gamifying Sustainability,6461778,95509150,162,160000,NOT FUNDED,4.09
Fund9,"Dapps, Products & Integrations",SharedLink - Fundraising for NGOs,4786147,94007600,174,98000,NOT FUNDED,4.4
Fund9,"Dapps, Products & Integrations",Dragon Warriors: Metaverse TCG,3274080,92659315,149,51000,NOT FUNDED,4
Fund9,"Dapps, Products & Integrations","""Munchy Go"" Delivery Food dApp DAO",4475896,93921131,151,117800,NOT FUNDED,4
Fund9,"Dapps, Products & Integrations",DecentralizeMusic.com,2337049,92623551,154,110000,NOT FUNDED,3.25
Fund9,"Dapps, Products & Integrations",Work-iDID : Job Experience Tracker,2408820,92993881,146,108000,NOT FUNDED,3.61
Fund9,"Dapps, Products & Integrations",Create YOUR RPG Character with NFTs,1006639,91628506,139,55000,NOT FUNDED,3.48
Fund9,"Dapps, Products & Integrations",Cardano Virtual Convention,17760081,108440971,204,122200,NOT FUNDED,4.19
Fund9,"Dapps, Products & Integrations",Self-Hosted Full Node for End Users,5448477,96140028,195,180000,NOT FUNDED,4.11
Fund9,"Dapps, Products & Integrations",Fiat to NFT Payment Gateway,16998676,108005860,194,106200,NOT FUNDED,4.24
Fund9,"Dapps, Products & Integrations",dMAH - dMetaverse Auction House,19007137,110232673,207,155070,NOT FUNDED,4.29
Fund9,"Dapps, Products & Integrations",KudoProject,14705622,105968587,150,80000,NOT FUNDED,4.25
Fund9,"Dapps, Products & Integrations",MineFreeUkraine,19166797,111092902,263,128000,NOT FUNDED,4.55
Fund9,"Dapps, Products & Integrations",Enabling privacy for Cardano DeFi,13256291,105744701,172,115000,NOT FUNDED,4.22
Fund9,"Dapps, Products & Integrations",5 Loaves 2 Fish Feed The Hungry App,5262560,97817152,242,70300,NOT FUNDED,4.33
Fund9,"Dapps, Products & Integrations",MentalHealth = Wealth: heal2earn.io,26728382,119961998,225,340000,NOT FUNDED,4.26
Fund9,"Dapps, Products & Integrations",Model ICT Hub,10021834,103502725,189,24000,NOT FUNDED,4.55
Fund9,"Dapps, Products & Integrations",NFTMarket for Disabled-Dextroverse,3259024,96814674,174,82500,NOT FUNDED,3.9
Fund9,"Dapps, Products & Integrations",Decentralized Logistics Dapp,2241999,96070542,158,150000,NOT FUNDED,3.67
Fund9,"Dapps, Products & Integrations",Non-Fungible Collectables,9837446,103889571,167,250000,NOT FUNDED,3.81
Fund9,"Dapps, Products & Integrations",Your Justice: Web3 Reputation Layer,11003987,105825517,178,295890,NOT FUNDED,3.88
Fund9,"Dapps, Products & Integrations",Proof of Accomplishment on Catalyst,5341868,100334015,236,120880,NOT FUNDED,4.11
Fund9,"Dapps, Products & Integrations",Decentralized Journalism Protocol,6866070,101980236,167,67408,NOT FUNDED,4.19
Fund9,"Dapps, Products & Integrations",Disrupting Fake News,11163066,106807587,243,118000,NOT FUNDED,4.5
Fund9,"Dapps, Products & Integrations",All-in-One Link for Web3 Projects,7002361,103052246,185,48300,NOT FUNDED,4.48
Fund9,"Dapps, Products & Integrations",Metera: Impactful Token Portfolios,17941902,114936501,212,92700,NOT FUNDED,4.29
Fund9,"Dapps, Products & Integrations",Carbonno Verifiable Carbon Platform,4167932,101500626,176,80000,NOT FUNDED,4.07
Fund9,"Dapps, Products & Integrations",World of Pirates,7253584,105510932,165,76000,NOT FUNDED,4.26
Fund9,"Dapps, Products & Integrations",API Datapoints & Notification Frame,18659408,117450910,238,330000,NOT FUNDED,4.19
Fund9,"Dapps, Products & Integrations",SPOxNFTs: A Decentralization Tool,9087356,108373104,230,87600,NOT FUNDED,4.2
Fund9,"Dapps, Products & Integrations",Token Staking Platform,9097721,109249349,195,156900,NOT FUNDED,4.25
Fund9,"Dapps, Products & Integrations",Gender Unicorns CFNT Card Game,4009342,104534134,216,41120,NOT FUNDED,4.33
Fund9,"Dapps, Products & Integrations",Dynamic mind-brain NFT design,19249208,120111916,202,265500,NOT FUNDED,4.2
Fund9,"Dapps, Products & Integrations",Bonding native assets to NFTs,3768715,105710014,150,76800,NOT FUNDED,4.21
Fund9,"Dapps, Products & Integrations",The Platform as a Service for Web3,4165288,106426439,155,100000,NOT FUNDED,4.2
Fund9,"Dapps, Products & Integrations",METAIN: Asset backed NFTs/New trend,3728623,108667808,169,100000,NOT FUNDED,4.2
Fund9,"Dapps, Products & Integrations",Uncollateralized crypto loans,26412055,131503128,250,1470000,NOT FUNDED,4.07
Fund9,"Dapps, Products & Integrations",Impact Creating NFTs for Causes,6127635,112888923,244,48700,NOT FUNDED,4.53
Fund9,"Dapps, Products & Integrations",Defipronto: Cardano IDO Launchpad,862111,108624294,156,54000,NOT FUNDED,2.4
Fund9,"Dapps, Products & Integrations",Cardano Music Marketplace,3976737,112439589,193,206883,NOT FUNDED,3.33
Fund9,"Dapps, Products & Integrations",Dynamic NFT-based reputation model,14568119,126339168,238,578000,NOT FUNDED,3.83
Fund9,"Dapps, Products & Integrations",GameFan-Gaming & Esports Fandom,7418709,127530942,218,500000,NOT FUNDED,3.5
Fund9,"Dapps, Products & Integrations","Cardalonia, A Metaverse On Cardano",4150183,130858853,218,270000,NOT FUNDED,2.75
Fund9,"Dapps, Products & Integrations",ZOOMLOOK Luxury CNFT Platform,12495296,146679653,241,1500000,NOT FUNDED,3.47
Fund9,"Dapps, Products & Integrations",NFT Use & Utility on AR Platforms,1694567,141651292,230,300000,NOT FUNDED,2.37
Fund9,"Dapps, Products & Integrations",Quideos smart-contract,8417822,149876035,242,2000000,NOT FUNDED,2.79
Fund9,"Dapps, Products & Integrations",NGO Impact Data Collection App,1048609,143818603,190,453600,NOT FUNDED,3.21
Fund9,"Dapps, Products & Integrations",let's make it professional,3549247,158510838,226,400000,NOT FUNDED,2.33
Fund9,"Dapps, Products & Integrations",REiD Real electronic identification,1618707,158507779,213,408000,NOT FUNDED,2.54
Fund9,"Dapps, Products & Integrations",Cardano ERP - Main Project,2911223,160364067,218,491400,NOT FUNDED,3.28
Fund9,"Dapps, Products & Integrations",Gamefi Infrastructure Restore2Earn,824203,159359488,215,250000,NOT FUNDED,2.56
Fund9,"Dapps, Products & Integrations",BLAGO - Global Paradigm Shift,7340367,178255203,283,1000000,NOT FUNDED,1.94
Fund9,"Dapps, Products & Integrations",Layer 2 Advanced Architecture,1436258,172480144,226,200000,NOT FUNDED,2
Fund9,"Dapps, Products & Integrations",Earthonomy Carbon Offset Platform,2359945,175266821,251,430000,NOT FUNDED,2.92
Fund9,Developer Ecosystem,Rust SDK fix critical CBOR encoding,341316957,21340233,601,50000,FUNDED,4.5
Fund9,Developer Ecosystem,OpenSource MetaMask<=> Integration,324591571,32969674,1701,92000,FUNDED,5
Fund9,Developer Ecosystem,cip25 (NFT) Rust & WASM library,295570587,20053667,529,7000,FUNDED,3.96
Fund9,Developer Ecosystem,Lucid - Developing the Easy Way,225520298,19085098,839,44800,FUNDED,4.57
Fund9,Developer Ecosystem,Fast reindexable data format,223343714,22026590,392,50000,FUNDED,3.8
Fund9,Developer Ecosystem,Oura v2,195603836,22647587,568,44640,FUNDED,4.72
Fund9,Developer Ecosystem,MLabs - Plutarch v2,181271546,17391962,558,73040,FUNDED,4.7
Fund9,Developer Ecosystem,MLabs - Apropos for Property Tests,179583123,20774965,513,62400,FUNDED,4.76
Fund9,Developer Ecosystem,Decentralized Escrow for Remote Job,182768099,32340389,682,54400,FUNDED,4.93
Fund9,Developer Ecosystem,Carp over-budget + maintenance,187239078,51111479,474,65000,FUNDED,3.41
Fund9,Developer Ecosystem,MLabs - Cardano Throughput Solution,151767511,20963503,424,81200,FUNDED,4.67
Fund9,Developer Ecosystem,Cardano Wallet OneBox,154697901,38610164,448,45000,FUNDED,3.03
Fund9,Developer Ecosystem,Flutter SDK,134434358,19469945,613,15000,FUNDED,4.79
Fund9,Developer Ecosystem,MLabs - Dev Documentation Drive,131916851,18067586,321,60000,FUNDED,4.48
Fund9,Developer Ecosystem,Haskell Course For Developers,135353299,21569324,831,16080,FUNDED,4.84
Fund9,Developer Ecosystem,Dolos: Cardano Data Node,129206023,22608188,612,75680,FUNDED,4.76
Fund9,Developer Ecosystem,RootsId Verifiable Credential,121130667,24696887,664,18000,FUNDED,5
Fund9,Developer Ecosystem,cexplorer.io - cardano explorer,115065833,19585434,279,3000,FUNDED,3.75
Fund9,Developer Ecosystem,Add Senior Developers to Ecosystem,100538148,22940191,505,31000,FUNDED,4.8
Fund9,Developer Ecosystem,RESTful wrapper for Plutus Offchain,104785558,27957030,655,32400,FUNDED,4.88
Fund9,Developer Ecosystem,Kogmios Open Source Doc/Dev/Support,86343306,18460328,281,30000,FUNDED,4.05
Fund9,Developer Ecosystem,Haskell Integration in Wolfram Tech,88618898,22615836,222,130000,NOT FUNDED,3.48
Fund9,Developer Ecosystem,RampUp Plutus Devs for Cardano,86856343,21566628,605,55950,NOT FUNDED,4.88
Fund9,Developer Ecosystem,Aiken: Smart Contract Toolchain,83972564,20448568,449,111480,NOT FUNDED,4.47
Fund9,Developer Ecosystem,Off-chain SC interaction tooling,83726578,21116717,461,71250,NOT FUNDED,4.67
Fund9,Developer Ecosystem,Haskell Book Vietnamese Translation,87810275,26099578,579,8080,FUNDED,4.87
Fund9,Developer Ecosystem,DAO-NET: Small Developer Funding,84037800,22790179,512,30000,FUNDED,5
Fund9,Developer Ecosystem,Transaction Editor Hardware wallet,79453780,18927949,367,10500,FUNDED,4.76
Fund9,Developer Ecosystem,Empower thru Project Based Learning,80933170,21718497,445,36000,NOT FUNDED,4.86
Fund9,Developer Ecosystem,"Imperator - Secure, Imperative SCs",82179318,24213141,475,60000,NOT FUNDED,4.57
Fund9,Developer Ecosystem,plu-ts Typescript smart-contracts,76539149,20850454,410,105840,NOT FUNDED,4.5
Fund9,Developer Ecosystem,Golang SDK to Build Health App,79811955,24326943,396,7500,NOT FUNDED,4.78
Fund9,Developer Ecosystem,Vietnamese Haskell Course,80411064,24935366,512,11580,NOT FUNDED,4.86
Fund9,Developer Ecosystem,Scalus  Scala to Plutus compiler,68567075,18795656,354,84000,NOT FUNDED,4.38
Fund9,Developer Ecosystem,Upgrade Cardano wallet js for Vasil,67767674,21036815,364,45000,NOT FUNDED,4.55
Fund9,Developer Ecosystem,Open analytics standard for DeFi,63253297,17176338,358,7900,NOT FUNDED,4.38
Fund9,Developer Ecosystem,(plu-ts) full Typescript off-chain,66248360,21277585,338,68160,NOT FUNDED,4.17
Fund9,Developer Ecosystem,"Koios Extensions - Utilities, Bots",69713437,25567088,316,60000,NOT FUNDED,4.67
Fund9,Developer Ecosystem,Glow on the PAB,80865337,38862738,304,300000,NOT FUNDED,4.55
Fund9,Developer Ecosystem,LATAM TRANSLATION HOUSE,64954538,23806945,316,9900,NOT FUNDED,4.71
Fund9,Developer Ecosystem,Open Source Auctions Smart Contract,65956905,25295150,388,74000,NOT FUNDED,4.55
Fund9,Developer Ecosystem,Cardano developer club in Uni,64822472,25454026,357,44550,NOT FUNDED,4.72
Fund9,Developer Ecosystem,Plutus support for Golang SDK,55646878,16812606,305,32000,NOT FUNDED,3.86
