Fund,Proposal,Challenge,Link,Overall score,Votes cast,YES,ABSTAIN,NO,Result,Ccy,Meets approval threshold,REQUESTED,STATUS,FUND DEPLETION,Reason for not funded status,Funding category,proposal_id,URL,No. Assessments,# valid reviews,"# allocated
(out of valid)",% of valid,"% of allocated
(out of valid)","Impact
score","Feasibility
score","Value for money
score"
Fund12,Scaling Cardano Adoption in Latam: A University & Incubator Outreach Program,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/scaling-cardano-adoption-in-latam-a-university-and-incubator-outreach-program,3.93,256,69224682,44336348,0,69224682,ADA,YES,79560,FUNDED,2064467,,Cardano Open Ecosystem,122103,https://app.ideascaleapp.eu/t/UCNZhyr,100,65,63,65.00%,96.92%,4.19,3.83,3.78
Fund12,Scalus: Multiplatform Tx Builder – same code for front&backend,Cardano Open: Developers,https://projectcatalyst.io/funds/12/f12-cardano-open-developers/scalus-multiplatform-tx-builder-same-code-for-frontandbackend,3.71,277,63679712,54718539,0,63679712,ADA,YES,120000,NOT FUNDED,743,Over Budget,Cardano Open Developers,121971,https://app.ideascaleapp.eu/t/UCNZhwh,107,60,60,56.07%,100.00%,3.8,3.87,3.45
Fund12,Scalus: Plutus V3 support,Cardano Open: Developers,https://projectcatalyst.io/funds/12/f12-cardano-open-developers/scalus-plutus-v3-support,3.75,319,67017828,35576450,0,67017828,ADA,YES,120000,NOT FUNDED,743,Over Budget,Cardano Open Developers,121848,https://app.ideascaleapp.eu/t/UCNZhug,112,70,70,62.50%,100.00%,3.81,3.8,3.63
Fund12,SCATDAO Monthly DYOR Competitions,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/scatdao-monthly-dyor-competitions,4.20,215,75810333,42372098,0,75810333,ADA,YES,99942,FUNDED,2420701,,Cardano Open Ecosystem,118863,https://app.ideascaleapp.eu/t/UCNZg6k,129,78,70,60.47%,89.74%,4.24,4.36,4
Fund12,ScholarSecure: Transparent Blockchain-Based Scholarship Management,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/scholarsecure-transparent-blockchain-based-scholarship-management,4.11,164,23530687,109446180,0,23530687,ADA,NO,65000,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,122324,https://app.ideascaleapp.eu/t/UCNZh2T,107,62,61,57.94%,98.39%,4.2,4.1,4.03
Fund12,SciCh₳in: 🔬 Uniting DeSci with Cardano 🌉 - Bridging Science and Blockchain ⛓️,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/scichaustralin-uniting-desci-with-cardano-bridging-science-and-blockchain,4.16,186,17016386,47838496,0,17016386,ADA,NO,97397,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,122778,https://app.ideascaleapp.eu/t/UCNZh9v,112,75,74,66.96%,98.67%,4.35,4.12,4.01
Fund12,SDG3: Health App - Secure Data for Global Health,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/sdg3-health-app-secure-data-for-global-health,3.62,156,31642120,42923702,0,31642120,ADA,NO,100000,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,123143,https://app.ideascaleapp.eu/t/UCNZiFu,120,85,84,70.83%,98.82%,3.69,3.59,3.59
Fund12,SDK for interaction with JamOnBread's NFT API,Cardano Open: Developers,https://projectcatalyst.io/funds/12/f12-cardano-open-developers/sdk-for-interaction-with-jamonbreads-nft-api,3.60,246,36260130,36271931,0,36260130,ADA,NO,70000,NOT FUNDED,743,Approval Threshold,Cardano Open Developers,123119,https://app.ideascaleapp.eu/t/UCNZiFV,114,64,63,56.14%,98.44%,3.62,3.75,3.43
Fund12,Secure Anonymity with Crypt Keeper,Cardano Use Cases: Product,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-product/secure-anonymity-with-crypt-keeper,3.74,235,109677782,52732481,0,109677782,ADA,YES,380375,NOT FUNDED,63006,Over Budget,Cardano Use Cases Product,120253,https://app.ideascaleapp.eu/t/UCNZhTW,131,82,75,62.60%,91.46%,3.8,3.89,3.53
Fund12,Seed Safe: Your Secure and Completely Decentralised Wallet Seed Phrase Recovery Manager.,Cardano Use Cases: MVP,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-mvp/seed-safe-your-secure-and-completely-decentralised-wallet-seed-phrase-recovery-manager,3.97,175,26437684,43468266,0,26437684,ADA,NO,196375,NOT FUNDED,16600,Approval Threshold,Cardano Use Cases MVP,119930,https://app.ideascaleapp.eu/t/UCNZhOE,113,60,57,53.10%,95.00%,4.13,4.04,3.73
Fund12,SeedlingXchange :building a decentralized platform to connect farmers and global investors.,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/seedlingxchange-building-a-decentralized-platform-to-connect-farmers-and-global-investors,3.74,139,30985147,43544315,0,30985147,ADA,NO,75000,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,123614,https://app.ideascaleapp.eu/t/UCNZiNd,140,96,90,68.57%,93.75%,4.21,3.52,3.5
Fund12,Self-Service Publishing: Multimedia Book Reader w Audio and Animation tools,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/self-service-publishing-multimedia-book-reader-w-audio-and-animation-tools,3.55,132,7543904,115762138,0,7543904,ADA,NO,38100,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,123393,https://app.ideascaleapp.eu/t/UCNZiJ0,124,78,73,62.90%,93.59%,3.81,3.41,3.43
Fund12,"Send tokens to phone number (API, onchain, offchain)",Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/send-tokens-to-phone-number-api-onchain-offchain,3.23,198,22370832,114245252,0,22370832,ADA,NO,60000,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,122545,https://app.ideascaleapp.eu/t/UCNZh56,105,68,68,64.76%,100.00%,3.97,3.28,2.44
Fund12,Set of standard DAO governance documents: Legal toolkit for Cardano ecosystem,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/set-of-standard-dao-governance-documents-legal-toolkit-for-cardano-ecosystem,3.88,171,44920534,43900392,0,44920534,ADA,NO,92650,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,123477,https://app.ideascaleapp.eu/t/UCNZiLN,115,70,68,60.87%,97.14%,4.09,3.93,3.62
Fund12,Set of standard well-balanced contracts: Legal toolkit for Cardano ecosystem,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/set-of-standard-well-balanced-contracts-legal-toolkit-for-cardano-ecosystem,3.87,156,9861913,50748068,0,9861913,ADA,NO,72420,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,123500,https://app.ideascaleapp.eu/t/UCNZiLl,118,78,73,66.10%,93.59%,3.88,3.99,3.75
Fund12,Shopify + Cardano NFTs Token Gating Web3 for E-commerces Stores,Cardano Open: Developers,https://projectcatalyst.io/funds/12/f12-cardano-open-developers/shopify-cardano-nfts-token-gating-web3-for-e-commerces-stores,3.38,396,55871019,61645506,0,55871019,ADA,YES,199893,NOT FUNDED,743,Over Budget,Cardano Open Developers,122033,https://app.ideascaleapp.eu/t/UCNZhxi,111,68,67,61.26%,98.53%,3.44,3.47,3.22
Fund12,Showcasing Cardano NFTs and Artists at NFT.DXB in UAE (Highlighting Cardano NFTs to the Arab Region),Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/showcasing-cardano-nfts-and-artists-at-nftdxb-in-uae-highlighting-cardano-nfts-to-the-arab-region,3.82,174,25104501,119310216,0,25104501,ADA,NO,100000,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,123578,https://app.ideascaleapp.eu/t/UCNZiM2,115,74,69,64.35%,93.24%,4.32,3.58,3.56
Fund12,SIDAN | MeshJS - Advance Cardano SDK in Rust,Cardano Open: Developers,https://projectcatalyst.io/funds/12/f12-cardano-open-developers/sidan-or-meshjs-advance-cardano-sdk-in-rust,4.10,356,127361430,29240079,0,127361430,ADA,YES,200000,FUNDED,6727110,,Cardano Open Developers,120709,https://app.ideascaleapp.eu/t/UCNZhb0,103,53,52,51.46%,98.11%,4.17,4.25,3.88
Fund12,SIDAN | MeshJS - Cardano Service Layer Framework for DApps,Cardano Open: Developers,https://projectcatalyst.io/funds/12/f12-cardano-open-developers/sidan-or-meshjs-cardano-service-layer-framework-for-dapps,4.31,380,116091156,35447120,0,116091156,ADA,YES,200000,FUNDED,5535660,,Cardano Open Developers,121847,https://app.ideascaleapp.eu/t/UCNZhuf,107,70,69,65.42%,98.57%,4.44,4.3,4.2
Fund12,Skills and contribution infrastructure on Cardano,Cardano Use Cases: MVP,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-mvp/skills-and-contribution-infrastructure-on-cardano,4.31,273,74601153,44555507,0,74601153,ADA,YES,300000,NOT FUNDED,16600,Over Budget,Cardano Use Cases MVP,122087,https://app.ideascaleapp.eu/t/UCNZhyb,98,66,65,67.35%,98.48%,4.48,4.3,4.16
Fund12,Sky Protocol: Data Availability for Cardano Layer 2 Solutions,Cardano Open: Developers,https://projectcatalyst.io/funds/12/f12-cardano-open-developers/sky-protocol-data-availability-for-cardano-layer-2-solutions,3.93,303,87527773,36371610,0,87527773,ADA,YES,200000,FUNDED,995543,,Cardano Open Developers,122541,https://app.ideascaleapp.eu/t/UCNZh52,104,65,65,62.50%,100.00%,4.25,3.97,3.58
Fund12,Skybrain Neurotech : Advancing Neurotech with Cardano,Cardano Use Cases: MVP,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-mvp/skybrain-neurotech-advancing-neurotech-with-cardano,4.03,173,29663579,43359838,0,29663579,ADA,NO,300000,NOT FUNDED,16600,Approval Threshold,Cardano Use Cases MVP,122060,https://app.ideascaleapp.eu/t/UCNZhx9,105,60,60,57.14%,100.00%,4.22,4.03,3.85
Fund12,SlapVentures: Developing Interactive Educational Experiences for Young Learners,Cardano Use Cases: MVP,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-mvp/slapventures-developing-interactive-educational-experiences-for-young-learners,3.86,158,17992325,120802197,0,17992325,ADA,NO,212500,NOT FUNDED,16600,Approval Threshold,Cardano Use Cases MVP,122517,https://app.ideascaleapp.eu/t/UCNZh5e,92,61,60,66.30%,98.36%,3.96,4.04,3.57
Fund12,SlapVentures: Unleashing the Power of Play-to-Earn Gaming on Cardano,Cardano Use Cases: MVP,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-mvp/slapventures-unleashing-the-power-of-play-to-earn-gaming-on-cardano,3.78,176,18068928,43989749,0,18068928,ADA,NO,270000,NOT FUNDED,16600,Approval Threshold,Cardano Use Cases MVP,122494,https://app.ideascaleapp.eu/t/UCNZh5G,115,77,77,66.96%,100.00%,3.96,3.82,3.56
Fund12,Smart Ecosystem: Simplifying Reputation and Earning Reward,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/smart-ecosystem-simplifying-reputation-and-earning-reward,3.81,148,29774186,41186496,0,29774186,ADA,NO,100000,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,121317,https://app.ideascaleapp.eu/t/UCNZhly,122,77,77,63.11%,100.00%,3.99,3.73,3.7
Fund12,SmartPlaces: Advertising Campaign Manager - using Geolocation and Incentivized NFTs,Cardano Use Cases: Product,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-product/smartplaces-advertising-campaign-manager-using-geolocation-and-incentivized-nfts,3.80,329,111545346,54285452,0,111545346,ADA,YES,486000,NOT FUNDED,63006,Over Budget,Cardano Use Cases Product,123413,https://app.ideascaleapp.eu/t/UCNZiKK,128,85,82,66.41%,96.47%,4.15,3.89,3.35
Fund12,Snek x Frigid: Cardano's First Bot Service for Customized Social Platform Token Integrations,Cardano Use Cases: MVP,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-mvp/snek-x-frigid-cardanos-first-bot-service-for-customized-social-platform-token-integrations,4.03,376,129828932,46944829,0,129828932,ADA,YES,300000,FUNDED,2303450,,Cardano Use Cases MVP,122788,https://app.ideascaleapp.eu/t/UCNZh95,114,76,75,66.67%,98.68%,4.37,4.2,3.51
Fund12,Snek x Max Maher: Marketing Activation to Boost Onboarding to Cardano DeFi,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/snek-x-max-maher-marketing-activation-to-boost-onboarding-to-cardano-defi,3.40,451,127545951,54722004,0,127545951,ADA,YES,100000,FUNDED,4533140,,Cardano Open Ecosystem,123054,https://app.ideascaleapp.eu/t/UCNZiER,116,74,73,63.79%,98.65%,3.62,3.45,3.14
Fund12,Snek x Splash: Create and Curate Fair Token Launches with DegenFactory,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/snek-x-splash-create-and-curate-fair-token-launches-with-degenfactory,4.16,428,149362107,47199140,0,149362107,ADA,YES,100000,FUNDED,7400000,,Cardano Use Cases Concept,122857,https://app.ideascaleapp.eu/t/UCNZiBD,111,72,71,64.86%,98.61%,4.36,4.23,3.89
Fund12,SNEKbot: A Telegram Trading Bot to Onboard 900M Monthly Active Users to Cardano,Cardano Use Cases: MVP,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-mvp/snekbot-a-telegram-trading-bot-to-onboard-900m-monthly-active-users-to-cardano,4.06,456,212814986,51002103,0,212814986,ADA,YES,300000,FUNDED,5926250,,Cardano Use Cases MVP,122755,https://app.ideascaleapp.eu/t/UCNZh9X,121,86,86,71.07%,100.00%,4.24,4.23,3.71
Fund12,Sneks-on-Chain Media: The First Media Focused Production Incubator for Accelerating Cardano Content Creators,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/sneks-on-chain-media-the-first-media-focused-production-incubator-for-accelerating-cardano-content-creators,3.28,308,76973472,55135514,0,76973472,ADA,YES,100000,FUNDED,2520643,,Cardano Open Ecosystem,122858,https://app.ideascaleapp.eu/t/UCNZiBE,120,80,79,66.67%,98.75%,3.47,3.16,3.2
Fund12,Snekx: Cardano’s Best Platform to Kickstart and Promote New Communities and Digital Assets,Cardano Use Cases: MVP,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-mvp/snekx-cardanos-best-platform-to-kickstart-and-promote-new-communities-and-digital-assets,4.04,383,216383473,45750306,0,216383473,ADA,YES,300000,FUNDED,6226250,,Cardano Use Cases MVP,122838,https://app.ideascaleapp.eu/t/UCNZiAu,112,77,77,68.75%,100.00%,4.19,4.19,3.75
Fund12,Social Bookmarking and Feed aggregator for personal use and micro-communities,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/social-bookmarking-and-feed-aggregator-for-personal-use-and-micro-communities,3.11,153,16477117,45881419,0,16477117,ADA,NO,100000,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,119638,https://app.ideascaleapp.eu/t/UCNZhJR,126,76,76,60.32%,100.00%,3.17,3.41,2.75
Fund12,Social Giveaways on Cardano,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/social-giveaways-on-cardano,3.87,155,23297879,42517241,0,23297879,ADA,NO,100000,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,122768,https://app.ideascaleapp.eu/t/UCNZh9l,112,72,72,64.29%,100.00%,4.18,3.83,3.61
Fund12,Social Impact Marketplace (SIM),Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/social-impact-marketplace-sim,4.17,171,45483378,40796401,0,45483378,ADA,NO,100000,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,122663,https://app.ideascaleapp.eu/t/UCNZh72,104,64,63,61.54%,98.44%,4.4,4.07,4.03
Fund12,SocialFi: Building Bridges - Cardano Summit 2024 Side Event - Dubai,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/socialfi-building-bridges-cardano-summit-2024-side-event-dubai,3.73,206,137021034,48556358,0,137021034,ADA,YES,100000,FUNDED,4633140,,Cardano Open Ecosystem,123293,https://app.ideascaleapp.eu/t/UCNZiIM,117,72,70,61.54%,97.22%,3.88,3.97,3.33
Fund12,Solving the Problem of Cardano Misconceptions,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/solving-the-problem-of-cardano-misconceptions,4.21,196,36595445,43432453,0,36595445,ADA,NO,75000,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,123170,https://app.ideascaleapp.eu/t/UCNZiGL,113,74,74,65.49%,100.00%,4.3,4.27,4.07
Fund12,SoundRig: An Innovative Music Experience Platform to Onboard Music Fans and Empower Global Music Artists on Cardano,Cardano Use Cases: MVP,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-mvp/soundrig-an-innovative-music-experience-platform-to-onboard-music-fans-and-empower-global-music-artists-on-cardano,3.96,187,20904285,46730518,0,20904285,ADA,NO,284540,NOT FUNDED,16600,Approval Threshold,Cardano Use Cases MVP,122710,https://app.ideascaleapp.eu/t/UCNZh8o,111,70,70,63.06%,100.00%,4.3,3.96,3.61
Fund12,"Southern African Cardano Community (SACC): events, content and a hackathon in 4 Southern African countries",Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/southern-african-cardano-community-sacc-events-content-and-a-hackathon-in-4-southern-african-countries,3.84,153,10345153,44251544,0,10345153,ADA,NO,84500,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,122018,https://app.ideascaleapp.eu/t/UCNZhxS,117,75,75,64.10%,100.00%,4.12,3.76,3.64
Fund12,SpaceDoge: Transforming Blockchain Engagement for Global Impact,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/spacedoge-transforming-blockchain-engagement-for-global-impact,3.21,146,18073581,51545558,0,18073581,ADA,NO,100000,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,123205,https://app.ideascaleapp.eu/t/UCNZiGv,117,74,73,63.25%,98.65%,3.38,3.24,3.02
Fund12,SPACIOM - The Future of Brand Experience & E-Commerce,Cardano Use Cases: MVP,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-mvp/spaciom-the-future-of-brand-experience-and-e-commerce,4.06,166,20478693,117265422,0,20478693,ADA,NO,300000,NOT FUNDED,16600,Approval Threshold,Cardano Use Cases MVP,122767,https://app.ideascaleapp.eu/t/UCNZh9k,111,74,73,66.67%,98.65%,4.38,4.01,3.8
Fund12,Spain ADA Tour,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/spain-ada-tour,3.21,191,7646227,63265291,0,7646227,ADA,NO,100000,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,122272,https://app.ideascaleapp.eu/t/UCNZh1d,110,69,68,62.73%,98.55%,3.67,2.98,2.98
Fund12,"Spanish Content for Social Media, Onboarding, and Education.",Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/spanish-content-for-social-media-onboarding-and-education,3.96,218,70500832,42131086,0,70500832,ADA,YES,18838,FUNDED,2236027,,Cardano Open Ecosystem,119030,https://app.ideascaleapp.eu/t/UCNZg9T,103,65,58,63.11%,89.23%,4.16,3.79,3.93
Fund12,Spark the Interest of French-speaking University Students With a Blockchain Knowledge Competition,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/spark-the-interest-of-french-speaking-university-students-with-a-blockchain-knowledge-competition,3.67,171,12648335,43233426,0,12648335,ADA,NO,30000,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,123421,https://app.ideascaleapp.eu/t/UCNZiKS,111,74,70,66.67%,94.59%,3.95,3.74,3.31
Fund12,Spectrum and Teddy Swap Java Batcher,Cardano Open: Developers,https://projectcatalyst.io/funds/12/f12-cardano-open-developers/spectrum-and-teddy-swap-java-batcher,3.77,268,27201985,45164642,0,27201985,ADA,NO,105182,NOT FUNDED,743,Approval Threshold,Cardano Open Developers,122399,https://app.ideascaleapp.eu/t/UCNZh3i,114,77,77,67.54%,100.00%,3.87,3.83,3.6
Fund12,"Speezard: Web3 project incubator, Co-created with 1200 builders from the ecosystem, helping impactful projects grow.",Cardano Use Cases: Product,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-product/speezard-web3-project-incubator-co-created-with-1200-builders-from-the-ecosystem-helping-impactful-projects-grow,3.25,207,27309355,48793901,0,27309355,ADA,NO,100000,NOT FUNDED,10306,Approval Threshold,Cardano Use Cases Product,122870,https://app.ideascaleapp.eu/t/UCNZiBQ,112,84,82,75.00%,97.62%,3.55,3.28,2.91
Fund12,Splash - Simplifying Catalyst Proposal Discovery for Token Holders & Stake Pool Delegators,Cardano Use Cases: MVP,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-mvp/splash-simplifying-catalyst-proposal-discovery-for-token-holders-and-stake-pool-delegators,4.12,231,69000224,43356601,0,69000224,ADA,YES,300000,NOT FUNDED,16600,Over Budget,Cardano Use Cases MVP,120796,https://app.ideascaleapp.eu/t/UCNZhdQ,108,69,68,63.89%,98.55%,4.38,4.13,3.85
Fund12,SPO Online Business Academy,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/spo-online-business-academy-4ee1b,4.21,210,73696958,45471800,0,73696958,ADA,YES,99963,FUNDED,2301865,,Cardano Open Ecosystem,120530,https://app.ideascaleapp.eu/t/UCNZhX4,92,55,55,59.78%,100.00%,4.31,4.2,4.13
Fund12,SSI Integration for Car Sharing,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/ssi-integration-for-car-sharing-e7ac8,3.99,167,13987169,46289879,0,13987169,ADA,NO,100000,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,119830,https://app.ideascaleapp.eu/t/UCNZhMb,115,71,71,61.74%,100.00%,4.21,4.1,3.65
Fund12,StableGain: LP-Backed Stablecoin Yield Fund,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/stablegain-lp-backed-stablecoin-yield-fund,3.85,238,52028926,44397991,0,52028926,ADA,YES,64500,FUNDED,4030301,,Cardano Use Cases Concept,122191,https://app.ideascaleapp.eu/t/UCNZh0I,108,71,71,65.74%,100.00%,4.08,3.66,3.82
Fund12,StablePay: Crypto Payment Widget to Allow Decentralized Stablecoins to be Used for Payments in Merchant Websites,Cardano Open: Developers,https://projectcatalyst.io/funds/12/f12-cardano-open-developers/stablepay-crypto-payment-widget-to-allow-decentralized-stablecoins-to-be-used-for-payments-in-merchant-websites,4.11,391,80186257,27153455,0,80186257,ADA,YES,200000,NOT FUNDED,743,Over Budget,Cardano Open Developers,122637,https://app.ideascaleapp.eu/t/UCNZh7c,112,63,63,56.25%,100.00%,4.3,4.22,3.81
Fund12,Staking Basket Bot Open-source,Cardano Open: Developers,https://projectcatalyst.io/funds/12/f12-cardano-open-developers/staking-basket-bot-open-source,3.76,430,185270027,38102561,0,185270027,ADA,YES,200000,FUNDED,8973000,,Cardano Open Developers,123522,https://app.ideascaleapp.eu/t/UCNZiL7,132,79,71,59.85%,89.87%,4.01,3.8,3.46
Fund12,Standardized Smart Contract Libraries for Cardano,Cardano Open: Developers,https://projectcatalyst.io/funds/12/f12-cardano-open-developers/standardized-smart-contract-libraries-for-cardano,4.11,318,95494185,37865178,0,95494185,ADA,YES,176000,FUNDED,2294543,,Cardano Open Developers,122256,https://app.ideascaleapp.eu/t/UCNZh1M,97,57,57,58.76%,100.00%,4.37,3.95,4
Fund12,stealthWallet - air-gapped self custody Wallet,Cardano Open: Developers,https://projectcatalyst.io/funds/12/f12-cardano-open-developers/stealthwallet-air-gapped-self-custody-wallet,3.84,258,29712611,39986141,0,29712611,ADA,NO,46363,NOT FUNDED,743,Approval Threshold,Cardano Open Developers,120351,https://app.ideascaleapp.eu/t/UCNZhU8,114,73,71,64.04%,97.26%,3.96,3.88,3.69
Fund12,Streamlining Cardano DApp Development with Open-Source Batcher,Cardano Open: Developers,https://projectcatalyst.io/funds/12/f12-cardano-open-developers/streamlining-cardano-dapp-development-with-open-source-batcher,3.90,327,93469409,18988065,0,93469409,ADA,YES,115000,FUNDED,2179543,,Cardano Open Developers,122088,https://app.ideascaleapp.eu/t/UCNZhyc,111,66,66,59.46%,100.00%,4.05,3.79,3.86
Fund12,Students in Cardano: Campus Cardano Clubs,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/students-in-cardano-campus-cardano-clubs,4.07,162,12069084,43053688,0,12069084,ADA,NO,24234,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,123548,https://app.ideascaleapp.eu/t/UCNZiMX,144,99,85,68.75%,85.86%,4.24,4.06,3.91
Fund12,Subbit.xyz : Cardano's featherweight L2,Cardano Use Cases: MVP,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-mvp/subbitxyz-cardanos-featherweight-l2,3.65,166,43959301,45689959,0,43959301,ADA,NO,48960,NOT FUNDED,16600,Approval Threshold,Cardano Use Cases MVP,122085,https://app.ideascaleapp.eu/t/UCNZhyY,107,66,66,61.68%,100.00%,3.82,3.71,3.41
Fund12,Summon Vaults: Intent Based Treasuries,Cardano Use Cases: Product,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-product/summon-vaults-intent-based-treasuries,4.08,302,74290594,42724485,0,74290594,ADA,YES,285000,NOT FUNDED,63006,Over Budget,Cardano Use Cases Product,123619,https://app.ideascaleapp.eu/t/UCNZiNi,106,66,62,62.26%,93.94%,4.25,4.09,3.9
Fund12,Summon: Feedback Polls for DReps & SPOs,Cardano Use Cases: Product,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-product/summon-feedback-polls-for-dreps-and-spos,4.08,291,61947153,43765153,0,61947153,ADA,YES,369000,NOT FUNDED,10306,Over Budget,Cardano Use Cases Product,122816,https://app.ideascaleapp.eu/t/UCNZiAX,112,77,75,68.75%,97.40%,4.32,4.15,3.78
Fund12,Summon: Verifiable Announcements,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/summon-verifiable-announcements,4.06,218,35670705,40678088,0,35670705,ADA,NO,96240,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,122817,https://app.ideascaleapp.eu/t/UCNZiAY,108,75,75,69.44%,100.00%,4.19,4.13,3.85
Fund12,Support DRep to connect Delegators (CIP-1694),Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/support-drep-to-connect-delegators-cip-1694,3.73,188,80674680,47377611,0,80674680,ADA,YES,100000,FUNDED,2843233,,Cardano Open Ecosystem,122867,https://app.ideascaleapp.eu/t/UCNZiBN,122,77,77,63.11%,100.00%,3.94,3.69,3.55
Fund12,SureADA: Make your portfolio free of market and security risks,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/sureada-make-your-portfolio-free-of-market-and-security-risks,3.64,138,26998355,111925814,0,26998355,ADA,NO,91200,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,122263,https://app.ideascaleapp.eu/t/UCNZh1T,99,58,58,58.59%,100.00%,4,3.48,3.45
